,post_url,account,like_count,comment_count,share_count,caption,hashtags,comments,date_posted,date_collect
23,https://www.tiktok.com/@mdmotivator/video/7206425732921265413,mdmotivator,2M,11.1K,3764,“I’m having a bad day” 🥺❤️ (Donation L1NK L1VE),"['#lucky', '#travel', '#warm', '#money', '#payitforward', '#kindness', '#loving', '#empathy']","['Can we get Larry to Arizona 🥺', 'LARRY TO ARIZONA HERE WE GOOO!!', ""let's get Larry to Arizona"", 'Please take Larry to Arizona', 'GET A GO FUND ME WE NEED TO GET LARRY TO ARIZONA FOREVER IDC WHAT WE DO! OR HOW WE DO IT 🥺🥺🥺', 'Bro is better than mr beast', 'lets take larry to arizona', 'Gives up his reward to others to make they’re day better instead of leaving he deserves a big reward', 'take Larry to arizona rn', 'How do we protect Larry', 'Don’t you dare post another video if it’s not you surprising Larry with going to Arizona.', '@freyaprivacc 🥰', 'LET’S GET LARRY TO ARIZONA!!!', 'We need to start a go fund for Larry so he can go to Arizona', 'Please get this man to Arizona 🥺', 'He really deserved this 🥺', 'He is the cutest. His “thank you’s” 🥺🥺🥺', 'Crying', 'Get him to Arizona', '❤️']",3-3,2023-03-20
24,https://www.tiktok.com/@campuzanoabelardo/video/7212384430898416939,campuzanoabelardo,30K,548,572,So loud for no reason!🤣😭,"['#relatable', '#share', '#hispanic', '#fy', '#fyp', '#fypage', '#nyc', '#hispanicparents', '#dads', '#latino', '#like', '#actor']","['The people in the back tho😂', 'Literally 😂', 'Like they want to stand out😭😭', 'Did anyone notice the people in the background just looking at him🥹😂', 'HIII', 'Does he respond??', 'I love this😂', 'Fr 😂😂😂', 'They are the noise', 'The lady in the back lmaooo', 'So accurate 😁', 'the guy got scared 😂😂😂', 'For real though like then, they start walking random places and they like just laughing around', '😳😂 Yes this is so true 🙌💙', 'Always so loud for no reason!! 😂😂', 'Does he respond 😳', 'I swear they loud for no reason', 'For real 😂😂😂😂', 'look at the people in the back', 'When you laughed the people on the back started look at you😂😂']",1d ago,2023-03-20
25,https://www.tiktok.com/@annemarie/video/7211194644091407621,annemarie,164.1K,1241,747,Nah jazz saying water gets me,[],"['😂😂 Anne Marie pls say a bottle of water pls😏😅', 'Who the hell says ""Ee-volution""???', 'Love this 😂', 'CAF? Who on Earth says CAF? 😂😂😂', 'She lovely?)) @Cindy', 'I do not say eve-alution', 'Can I have a glass of ✨WA-ER✨', '“ProNUNciations”', 'Is it only me who’s from the uk and pronounces cafe like an American', 'this is why I LOVE Anne-Marie, look how child like and fun she is🥺', 'wait i thought jazz was british im-', 'I simply cannot get over how CUTE you both are! 🥰🥰🥰🥰', 'Water 😂😂😂😂', 'The british accent is my favorite ❤🇬🇧💓', '😂😂😂😂😂❤️', '@flora wa-her 😭', '😂', '😂😂😂😂', 'I love American pronunciation 🥰♥️♥️', 'actions']",4d ago,2023-03-20
26,https://www.tiktok.com/@latifaazizi404/video/7211581688575511826,latifaazizi404,10.1K,0,89,پولندی گک تان ☺️🧿🇦🇫,['#latifaaziz404'],[],3d ago,2023-03-20
27,https://www.tiktok.com/@isthisariss/video/7199000845357174059,isthisariss,123.7K,823,1800,but ts lowkey easy cause my brain be running a million miles a min 24/7,[],"['And the manager be in the back just chilling 😒', 'the manager on their phone “counting drawers” in the office', 'i dont even eat at work so i be 10x more shaky and more disoriented than i need to be 😭', 'Don’t forget you gotta do it all AND keep the time down', 'I got fired bc I was doing this and my manager kept asking me what order we on and I snapped', 'i was so good at ts 😂', 'taco bell life 😭😭', 'Me constantly, or when I’m by myself on line bc all of my coworkers decide they need to use the bathroom🙄🙄🙄', ""We don't get paid enough to do this"", 'yup taco bell be like that😭i be having to sh8t so bad but during a rush so im like sweating and my stomach be hurtingggg', 'my old job my manager would go in his car and smoke a blunt while there was a rush and left me alone rhe entire time', 'Some times I’m the only cashier and I have to do front and drive thru at the same time', 'Why am i at work rn 😭', 'Just finished doing this lol😂', ""currently facing thus dilemma during a rush :D (I'm eating rn but I've been taking orders for like the past hour"", 'my first time working FF and drive thr my manager would yell at me having doing all of it alone and front desk and prepping', 'Customers pull up not knowing what they want asking a billion questions while the person at windows trying to talk to u omfg I get so heated', 'Why rush if I’m not getting paid extraaaa😭', 'Oh how bad I feel for you 😌', 'car battery thing works']",2-11,2023-03-20
28,https://www.tiktok.com/@melinaadhikari53/video/7182436915205917979,melinaadhikari53,34K,183,35,Replying to @bharatbhandari292 Hxm xa Boini ❤️,[],"['चुरोट सल्काएको भए दामी like aauthyo😂', 'big fan 👌👌', '🥰🥰🥰🥰🥰😳😳😳', '🥰🥰🥰', 'Umm umm 🥰', 'hanxom lady ❤️🤞', 'crush💚🥀', '😂😂😂', '🥰👌👌👌🤘🤘', '🥰🥰🥰', '💕🥰🥰🥰🥰🥰🥰🥰', '🥰🥰🥰', 'love u darling', 'pothi😂', 'Mine favorite🥰', '🥰🥰🥰🥰🥰🥰🥰', 'mero🥰moyaa❤️big🥰fan🥰riplai🥰plz❤️🥀', '😳😳😳', 'la la😳😳😳😳', '😂😂😂']",2022-12-29,2023-03-20
29,https://www.tiktok.com/@mostafa.ashraf14/video/7203337274266766597,mostafa.ashraf14,257.1K,770,863,@Hossam Hassan @Mahmoud Drinky,"['#duet', '#stitch', '#fypシ', '#foryou']","['😂😂😂😂', '😂😂😂😂😂', '😂😂😂😂😂', '😂😂😂😂', '😂😂😂😂', 'Gameeeed😂😂', '😂😂😂😂😂😂', '😂😂😂😂', '😂😂😂', '😂😂', 'only in Egypt', '@spooky741 😂😂😂', '😂😂😂😂😂', '😂😂😂😂', '😂😂😂😂', '😂😂😂😂😂', '😂😂😂😂😂', '😂😂😂😂', '[wow]', '🥰']",2-23,2023-03-20
30,https://www.tiktok.com/@diyagc44/video/7196076087221308674,diyagc44,2460,48,10,,"['#CapCut', '#keppsupporting', '#GenshinImpact34', '#GetCrackin', '#vairalvideo', '#jpt😂', '#diya44🥰']","['wow🥰🥰🥰🥰🥰', '🥰🥰🥰', '🥰🥰🥰', '🥰🥰🥰🥰 nice', '❤❤❤', '🥰🥰😂', 'beautiful 🥰🥰❤️🥰', 'Big fan 🥰🥰', '🥰🥰🥰', 'wow very nice song and dance 🥰🥰🥰', 'wow 😲😲😲', '🥰🥰🥰', '🥰🥰🥰', 'gjb❤️❤️❤️❤️❤️', 'दामि🥰🥰🥰🥰🥰🥰', 'bg fan dct', 'wow🥰', 'wow 🥰', '🥰🥰🥰🥰', ""I'm bg fan really plz 🥰🥰and""]",2-3,2023-03-20
31,https://www.tiktok.com/@katiefanggg/video/7211287664060845317,katiefanggg,141.8K,806,132,Omfg i look like poo in the beginning,[],"['the hermes bracelet is back where it belongs 💅🏼', 'Thank god you found the HERMES bracelet', 'the only grwms i’ll sit through for the whole thing', 'the nail tech slayed !', 'rule n 1: dont touch the apllicator IN YOUR FACE', 'Ur videos keep me going. Literally give me motivation to be productive. Btw ur so beautiful 🤞🏼💋', 'NOOOO WHAT HAPPENED YO UR LIVE', 'YAY YOU POSTED', 'I got those EXACT same nails last summer', 'where’s ur bracelet chain from!! 🙏🙏🙏🙏', 'what is the first product', 'i honestly think your the most beautiful woman I’ve ever seen <3.', 'TOU BOUGHT TGE FULL THING', 'someone help😭 what kind of brow gel do you use? nothing works for me', 'no this nail length is niceee', 'Why are you so pretty', 'I think you’re excited to go to Palm Springs', 'What is the heart bracelet called?', '@uh.nafisa the nail incident is no joke hurts so bad 😭', 'girl u already look like a super model']",4d ago,2023-03-20
32,https://www.tiktok.com/@aeriebmarie/video/7201946642357046574,aeriebmarie,54.3K,241,903,Like if i could i would bro,[],"['Drink ensure plus', 'oh and dairy', 'Like bruh, IT’S NOT WORKING😂😂', ""i seriously can't gain weight 😪"", 'yoooo!!! like I\'m eating 24/7... what do you mean ""eat more""!!!!😂😂😂', 'its called high METABOLISMMM n brooo we cant gain weighttt😭', 'it’s not working🥺😩', '😂😅😅😂😂story of my life “eat more eggs and do squats” 🙄🙄🙄girl please', 'Cipla Actin my love', 'I eat a lot . I just burn it off too fast 😂😂😂 it don’t work lol', 'i really dont understand this world', 'Fr and they be like “ omg ur so skinyyy do they feed u”', 'Hi', 'As if I never thought to eat to gain. I’ve a high metabolism, lost 20 lbs in 12 dr visits. Stomach flu and I lost 9 more. Mum calls me Scary Skinny!!!', 'same here', 'Oatmeal with banana works', '☹️', ""It's so funny, I Can't stop"", 'By the way gaining weight is so hard I gave up am stuck with 48 some times 50kg', '😩😭😭😭']",2-19,2023-03-20
33,https://www.tiktok.com/@swagboygorringe/video/7210199873621183762,swagboygorringe,333.6K,3585,4479,I have no idea whats happening here but i could beat them both,"['#fyp', '#foryou', '#foryoupage', '#xyzbca', '#viral']","['what is happening. 🧍', 'The fact that this actually happened in real life', 'How does things type of stuff even start🧍', 'intense anime fight', 'Npc vs emo', 'HOW ARE THEY NOT EMBARRASSED', 'Most normal NPC interaction in Los Santos', '😍 Early 😉', 'Wonder what the bully to nerd ratio in school is like nowadays', 'Me when someone placed an order', 'not me wanting you to move your head so I can see the name of the original account lol', 'Cool video 😅', 'they are showing the hidden talent😳', 'Welp, that happened 😬👍🏾', ""come on man that's to easy"", 'Disney', 'What in the Disney channel', 'dance battle in fortnite', 'intense stand user fight..', 'real life NPCs 😂']",6d ago,2023-03-20
34,https://www.tiktok.com/@rox.asmr/video/7209776590396427525,rox.asmr,11K,171,19,Respuesta a @estefania201312 te gusto el maquillaje?,"['#asm', '#relax', '#relajateyrespira', '#paratii', '#asmrtiktoks', '#asmrsounds', '#asmrvideo', '#sueños', '#sueñoprofundo', '#relax']","['rox elige:\n🍿o💧\n🕸️o💋\n🦷o 🎨\n👄o🍭\ngracias rox 💯💓', 'hey my rox 🥰🥰🥰', 'The best live asmr😌😌😌', 'Spit painting xfa 😿', 'Me encanta 🤩', 'MI ROX HERMOSAAAA, LA MEJORRRR 🥰🥰🥰', 'Yo cerrando los ojos 👁️👄👁️--_--', 'roz me puedes hacer un asmr personal éstoy en tu live :D', 'Para descargar, por favor...🥰', 'me puede peinar para irme a dormir yo estoy en tu live🥺', 'está porfa 💦🐕🚿🧽🐞🐞', 'es muy relajante😏', 'con tal de estar contigo hago lo que sea', 'Elige👄o💅\n🦕O🍰', 'divina ,🖤🖤🥀', 'Yo encantadisimo y me dormí', 'Rox me puedes hacer esto 🦷💅🕸️🔮', '🥰', 'Me dormi con el video 🥰', 'teamo']",3-12,2023-03-20
35,https://www.tiktok.com/@isthisariss/video/7199000845357174059,isthisariss,123.7K,823,1800,but ts lowkey easy cause my brain be running a million miles a min 24/7,[],"['And the manager be in the back just chilling 😒', 'the manager on their phone “counting drawers” in the office', 'i dont even eat at work so i be 10x more shaky and more disoriented than i need to be 😭', 'Don’t forget you gotta do it all AND keep the time down', 'I got fired bc I was doing this and my manager kept asking me what order we on and I snapped', 'i was so good at ts 😂', 'taco bell life 😭😭', 'Me constantly, or when I’m by myself on line bc all of my coworkers decide they need to use the bathroom🙄🙄🙄', ""We don't get paid enough to do this"", 'yup taco bell be like that😭i be having to sh8t so bad but during a rush so im like sweating and my stomach be hurtingggg', 'my old job my manager would go in his car and smoke a blunt while there was a rush and left me alone rhe entire time', 'Some times I’m the only cashier and I have to do front and drive thru at the same time', 'Why am i at work rn 😭', 'Just finished doing this lol😂', ""currently facing thus dilemma during a rush :D (I'm eating rn but I've been taking orders for like the past hour"", 'my first time working FF and drive thr my manager would yell at me having doing all of it alone and front desk and prepping', 'Customers pull up not knowing what they want asking a billion questions while the person at windows trying to talk to u omfg I get so heated', 'Why rush if I’m not getting paid extraaaa😭', 'Oh how bad I feel for you 😌', 'car battery thing works']",2-11,2023-03-20
36,https://www.tiktok.com/@melinaadhikari53/video/7182436915205917979,melinaadhikari53,34K,183,35,Replying to @bharatbhandari292 Hxm xa Boini ❤️,[],"['चुरोट सल्काएको भए दामी like aauthyo😂', 'big fan 👌👌', '🥰🥰🥰🥰🥰😳😳😳', '🥰🥰🥰', 'Umm umm 🥰', 'hanxom lady ❤️🤞', 'crush💚🥀', '😂😂😂', '🥰👌👌👌🤘🤘', '🥰🥰🥰', '💕🥰🥰🥰🥰🥰🥰🥰', '🥰🥰🥰', 'love u darling', 'pothi😂', 'Mine favorite🥰', '🥰🥰🥰🥰🥰🥰🥰', 'mero🥰moyaa❤️big🥰fan🥰riplai🥰plz❤️🥀', '😳😳😳', 'la la😳😳😳😳', '😂😂😂']",2022-12-29,2023-03-20
37,https://www.tiktok.com/@khaby.lame/video/7210876320128142598,khaby.lame,320.8K,8122,942,"""First day of work on site! 👷 ""#dontlearnfromkhaby","['#work', '#comic']","['First and Last 😂😂 🏃\u200d♂️', 'I want 7 likes', 'First', 'it is what it is 🤷\u200d♂️😂😂😂', 'oo no😳😳', 'I love You Khabane Lame ❤️', 'OMG 😂😂😂😂', 'Does he respond 🤔', 'Hi', ""That's what that loud bang was outside my house"", 'plz support me', 'please support me 🥺😃🥺😃🥺😃', 'First', 'WOW', 'oi kabby', 'whoops!😅', 'greetings from Mexico 🥰', 'The city is done 😂😂', 'heyy', 'one😳']",5d ago,2023-03-20
38,https://www.tiktok.com/@holybranches/video/7196718834093444354,holybranches,3.3M,19.4K,16.2K,"or, yknow, don't! /","['#julieandthephantoms', '#jatp', '#jatpedit']","['YES WE NEED MORE JULIE AND THE PHANTOMS EDITS!! THANK YOU!', 'FINALLY JULIE AND THE PHANTOMS EDITS', 'FINALLY JULIE AND THE PHANTOMS ARE ON MY FYP', 'NO YOU DIDNT 😭😭😭', 'Time to go rewatch Julie and the phantoms 😌', 'explaining how they died is so silly', 'when I watched it I was like “WAIT HOW THEY DIE”😭', 'I never understood this scene till now', 'I remember when this first came out and people where convinced that Trevor poisoned the hotdogs', 'the fact they said before that was ""street dogs haven\'t killed us yet""', 'FINALLY', 'QUALITY', 'OMG I LOVE THIS BUT IM SAD THEY’RE CANCELING IT', 'FINALLY FOUND JATP FANS!!!!!', 'they just wanted a hotdog 🥺', 'Julie and the phantoms one of my fav shows ngl', 'YESSSS JULIE AND THE PHANTOMS IS STILL ONE OF MY FAVORITES 😂🙃', ""I'M FINALLY ON JULIE AND THE PHANTOMS TIKTOK YAYYYYYY"", '“and that’s how ur cousins died”', 'currently rewatching it and i hate netflix for cancelling it']",2-5,2023-03-20
39,https://www.tiktok.com/@147lilly/video/7201856219986939141,147lilly,146.5K,11.7K,259,FOLLOWING BACK WHEN TIKTOK ALLOWS ME ‼️#fyp,"['#foryoupage', '#fyp', '#icespice', '#icespicecult', '#munch', '#icespicemunch', '#following']","['no it’s bc i love ice spice 🥰(i need the followers man)', '😙😙', '😭😭', '@♥︎ 😭', '😭😭', '🏃\u200d♀️', 'IN ICE SPICE WE TRUSTTTT 😉🤷🏾\u200d♀️', '😳', 'love the ice spice cult', 'Ice spice on top', 'Ice spice frv', 'Ice spice 4lifeee', 'Nope..gotta love ice spice 😁', 'hey', 'Same😭', 'guilty', 'ICE SPICE IS ICE LIFE', 'yes', 'real', 'NAH I LOVE ICE SPICE🤷\u200d♀️']",2-19,2023-03-20
40,https://www.tiktok.com/@bayashi.tiktok/video/7211130657693617410,bayashi.tiktok,0,7081,Share,@𝑳𝒚𝒏𝒏𝒏. に返信,"['#tiktokfood', '#asmr']","[""8min It's that early??"", 'I adore you 💖🏳️\u200d🌈', 'CONGRATS ON 44M BAYASHII 🔥🔥🔥🥳🥳🥳', 'MY BlO😦😦😦', ""I like Bayashi's face. 😌"", 'how in the hell😳', ""keep going I'm nearly finished"", 'Happy 44.8M folowers 🥺', 'Happy 44.8M followers !🥰🥰', 'Happy 😊 44.8mil', ""that's one way to make meatloaf..."", 'Can you make poutine?', '@viv ulyennel varj', 'Does he respond ??? Cookie', 'almost at 50m', 'Gordon Ramsey should watch this!!!😂😂', 'Dude ate an entire damn meatloaf sandwich', 'bro just made a reverse burger.', 'follow me all please', 'Happy 44.8 followers 😍😍😍😍😍😍❤️']",4d ago,2023-03-20
41,https://www.tiktok.com/@latifaazizi404/video/7211581688575511826,latifaazizi404,10.1K,0,89,پولندی گک تان ☺️🧿🇦🇫,['#latifaaziz404'],[],3d ago,2023-03-20
42,https://www.tiktok.com/@isthisariss/video/7199000845357174059,isthisariss,123.7K,823,1800,but ts lowkey easy cause my brain be running a million miles a min 24/7,[],"['And the manager be in the back just chilling 😒', 'the manager on their phone “counting drawers” in the office', 'i dont even eat at work so i be 10x more shaky and more disoriented than i need to be 😭', 'Don’t forget you gotta do it all AND keep the time down', 'I got fired bc I was doing this and my manager kept asking me what order we on and I snapped', 'i was so good at ts 😂', 'taco bell life 😭😭', 'Me constantly, or when I’m by myself on line bc all of my coworkers decide they need to use the bathroom🙄🙄🙄', ""We don't get paid enough to do this"", 'yup taco bell be like that😭i be having to sh8t so bad but during a rush so im like sweating and my stomach be hurtingggg', 'my old job my manager would go in his car and smoke a blunt while there was a rush and left me alone rhe entire time', 'Some times I’m the only cashier and I have to do front and drive thru at the same time', 'Why am i at work rn 😭', 'Just finished doing this lol😂', ""currently facing thus dilemma during a rush :D (I'm eating rn but I've been taking orders for like the past hour"", 'my first time working FF and drive thr my manager would yell at me having doing all of it alone and front desk and prepping', 'Customers pull up not knowing what they want asking a billion questions while the person at windows trying to talk to u omfg I get so heated', 'Why rush if I’m not getting paid extraaaa😭', 'Oh how bad I feel for you 😌', 'car battery thing works']",2-11,2023-03-20
43,https://www.tiktok.com/@melinaadhikari53/video/7182436915205917979,melinaadhikari53,34K,183,35,Replying to @bharatbhandari292 Hxm xa Boini ❤️,[],"['चुरोट सल्काएको भए दामी like aauthyo😂', 'big fan 👌👌', '🥰🥰🥰🥰🥰😳😳😳', '🥰🥰🥰', 'Umm umm 🥰', 'hanxom lady ❤️🤞', 'crush💚🥀', '😂😂😂', '🥰👌👌👌🤘🤘', '🥰🥰🥰', '💕🥰🥰🥰🥰🥰🥰🥰', '🥰🥰🥰', 'love u darling', 'pothi😂', 'Mine favorite🥰', '🥰🥰🥰🥰🥰🥰🥰', 'mero🥰moyaa❤️big🥰fan🥰riplai🥰plz❤️🥀', '😳😳😳', 'la la😳😳😳😳', '😂😂😂']",2022-12-29,2023-03-20
44,https://www.tiktok.com/@khaby.lame/video/7190422277069081862,khaby.lame,2.7M,20.7K,6087,Rule n.1 NEVER PISS OFF YOUR MOM!R.I.P. Khaby Lame 🪦💀#mum,['#dontlearnfromkhaby'],"['ooh noooo 😁😂😁 🙃', '😂', '😂😂😂', '😂😂😂', '😂😂😂😂', '😂😂😂😂😂', '😂', '😂😂', '😂😂😂😂😂', '😁😁', '😂😂😂', '😂😂😂😂😂😂', '🥺', '😂😂😂', '🥰😂', '😁😁😁', '😂😊', '😎😎😎', '🥰', '😂😂🥰']",1-19,2023-03-20
45,https://www.tiktok.com/@thecoreyb/video/7188253031929007406,thecoreyb,917.7K,4467,42.3K,That bootleg bread pudding! 😂,[],"['Sending this flan recipe to my Cuban mother. I’m getting cut from the will.', 'Isnt that flan ?!?!', 'That’s Flan', 'People stop calling this flan. This is not flan. This is bread pudding/ budín in Spanish.', 'Bread Pudding Bread pudding Bread Pudding!!!', 'Here’s an easier way, get haupia, Hawaiian sweet rolls and that’s it', 'Rich guy, Four eggs 💰💰💰', 'FLAN!! Lol its flan', 'Nigeria 🇳🇬', 'For people wondering, no, this aint “flan”', 'man, buy a ninja blender. for the love of God, do yourself a favor.', ""no srup lol ...it's sugar melted 😅"", 'I do not use syrup you put sugar in the pan let it melt spread it around and then pour the blenders content', 'is supposed to be melted sugar, not whatever the syrup you put😫😂😂', 'Cook something with @Keith Lee', 'just go to a Mexican restaurant or market and ask for a flan', 'bread pudding 🍮 😋', 'That’s flan?? If you’re Hispanic you know it’s flan 🍮', 'Real Brazilian pudim:Repeat with: 2 condensed milk , 790ml milk, 6 eggs! Bake at Oven for 50 minutes ( bake with with water outside like you did)', '… did they just white wash flan?']",1-13,2023-03-20
46,https://www.tiktok.com/@147lilly/video/7201856219986939141,147lilly,146.5K,11.7K,259,FOLLOWING BACK WHEN TIKTOK ALLOWS ME ‼️#fyp,"['#foryoupage', '#fyp', '#icespice', '#icespicecult', '#munch', '#icespicemunch', '#following']","['no it’s bc i love ice spice 🥰(i need the followers man)', '😙😙', '😭😭', '@♥︎ 😭', '😭😭', '🏃\u200d♀️', 'IN ICE SPICE WE TRUSTTTT 😉🤷🏾\u200d♀️', '😳', 'love the ice spice cult', 'Ice spice on top', 'Ice spice frv', 'Ice spice 4lifeee', 'Nope..gotta love ice spice 😁', 'hey', 'Same😭', 'guilty', 'ICE SPICE IS ICE LIFE', 'yes', 'real', 'NAH I LOVE ICE SPICE🤷\u200d♀️']",2-19,2023-03-20
47,https://www.tiktok.com/@swagboygorringe/video/7210199873621183762,swagboygorringe,333.6K,3585,4480,I have no idea whats happening here but i could beat them both,"['#fyp', '#foryou', '#foryoupage', '#xyzbca', '#viral']","['what is happening. 🧍', 'The fact that this actually happened in real life', 'How does things type of stuff even start🧍', 'intense anime fight', 'Npc vs emo', 'HOW ARE THEY NOT EMBARRASSED', 'Most normal NPC interaction in Los Santos', '😍 Early 😉', 'Wonder what the bully to nerd ratio in school is like nowadays', 'Me when someone placed an order', 'not me wanting you to move your head so I can see the name of the original account lol', 'Cool video 😅', 'they are showing the hidden talent😳', 'Welp, that happened 😬👍🏾', ""come on man that's to easy"", 'Disney', 'What in the Disney channel', 'dance battle in fortnite', 'intense stand user fight..', 'real life NPCs 😂']",6d ago,2023-03-20
48,https://www.tiktok.com/@kubikrombik/video/7202274462505438469,kubikrombik,247.3K,842,1795,Уявляєш?,['#kubikrombik'],"['@sqvchv 😂', '😂😂😂', '@viky_witch 🥰😂', '@sashantj 😂', '@_karishhka_21 😂😂😂😂', 'коли ми переможемо всі будуть пити, навіть ти хто з роду не пив', 'а мені вже шкода тебе стало😂', 'пов: я розповідаю всім про своє життя', 'Я реально вже 15 годин як не пью алко', 'Вже як 2 роки я чекаю, поки Даша лайкне мій комент', 'в такий час як зараз коли йде війна і може статись що завгодно, не потрібно собі в чомусь відмовляти тому що завтра може не настати, я саме так і живу', 'Сьогодні день небесної сотні 🕯', 'я вже с перших слів це зрозуміла', 'То чувство, когда угадал концовку😁😏', 'Бачу Дашу - ставлю лайк', 'А я вже повірив😂', 'Зробив(-ла) репост цього відео', 'кожне відео з передбачуваним кінцем😳', '😂😂😂😂Так Як І Я', 'ти дуже класна']",2-20,2023-03-20
49,https://www.tiktok.com/@latifaazizi404/video/7211581688575511826,latifaazizi404,10.1K,0,89,پولندی گک تان ☺️🧿🇦🇫,['#latifaaziz404'],[],3d ago,2023-03-20
50,https://www.tiktok.com/@isthisariss/video/7199000845357174059,isthisariss,123.7K,823,1800,but ts lowkey easy cause my brain be running a million miles a min 24/7,[],"['And the manager be in the back just chilling 😒', 'the manager on their phone “counting drawers” in the office', 'i dont even eat at work so i be 10x more shaky and more disoriented than i need to be 😭', 'Don’t forget you gotta do it all AND keep the time down', 'I got fired bc I was doing this and my manager kept asking me what order we on and I snapped', 'i was so good at ts 😂', 'taco bell life 😭😭', 'Me constantly, or when I’m by myself on line bc all of my coworkers decide they need to use the bathroom🙄🙄🙄', ""We don't get paid enough to do this"", 'yup taco bell be like that😭i be having to sh8t so bad but during a rush so im like sweating and my stomach be hurtingggg', 'my old job my manager would go in his car and smoke a blunt while there was a rush and left me alone rhe entire time', 'Some times I’m the only cashier and I have to do front and drive thru at the same time', 'Why am i at work rn 😭', 'Just finished doing this lol😂', ""currently facing thus dilemma during a rush :D (I'm eating rn but I've been taking orders for like the past hour"", 'my first time working FF and drive thr my manager would yell at me having doing all of it alone and front desk and prepping', 'Customers pull up not knowing what they want asking a billion questions while the person at windows trying to talk to u omfg I get so heated', 'Why rush if I’m not getting paid extraaaa😭', 'Oh how bad I feel for you 😌', 'car battery thing works']",2-11,2023-03-20
51,https://www.tiktok.com/@melinaadhikari53/video/7182436915205917979,melinaadhikari53,34K,183,35,Replying to @bharatbhandari292 Hxm xa Boini ❤️,[],"['चुरोट सल्काएको भए दामी like aauthyo😂', 'big fan 👌👌', '🥰🥰🥰🥰🥰😳😳😳', '🥰🥰🥰', 'Umm umm 🥰', 'hanxom lady ❤️🤞', 'crush💚🥀', '😂😂😂', '🥰👌👌👌🤘🤘', '🥰🥰🥰', '💕🥰🥰🥰🥰🥰🥰🥰', '🥰🥰🥰', 'love u darling', 'pothi😂', 'Mine favorite🥰', '🥰🥰🥰🥰🥰🥰🥰', 'mero🥰moyaa❤️big🥰fan🥰riplai🥰plz❤️🥀', '😳😳😳', 'la la😳😳😳😳', '😂😂😂']",2022-12-29,2023-03-20
52,https://www.tiktok.com/@khaby.lame/video/7210876320128142598,khaby.lame,320.9K,8122,942,"""First day of work on site! 👷 ""#dontlearnfromkhaby","['#work', '#comic']","['First and Last 😂😂 🏃\u200d♂️', 'I want 7 likes', 'First', 'it is what it is 🤷\u200d♂️😂😂😂', 'oo no😳😳', 'I love You Khabane Lame ❤️', 'OMG 😂😂😂😂', 'Does he respond 🤔', 'Hi', ""That's what that loud bang was outside my house"", 'plz support me', 'please support me 🥺😃🥺😃🥺😃', 'First', 'WOW', 'oi kabby', 'whoops!😅', 'greetings from Mexico 🥰', 'The city is done 😂😂', 'heyy', 'one😳']",5d ago,2023-03-20
53,https://www.tiktok.com/@147lilly/video/7201856219986939141,147lilly,146.5K,11.7K,259,FOLLOWING BACK WHEN TIKTOK ALLOWS ME ‼️#fyp,"['#foryoupage', '#fyp', '#icespice', '#icespicecult', '#munch', '#icespicemunch', '#following']","['no it’s bc i love ice spice 🥰(i need the followers man)', '😙😙', '😭😭', '@♥︎ 😭', '😭😭', '🏃\u200d♀️', 'IN ICE SPICE WE TRUSTTTT 😉🤷🏾\u200d♀️', '😳', 'love the ice spice cult', 'Ice spice on top', 'Ice spice frv', 'Ice spice 4lifeee', 'Nope..gotta love ice spice 😁', 'hey', 'Same😭', 'guilty', 'ICE SPICE IS ICE LIFE', 'yes', 'real', 'NAH I LOVE ICE SPICE🤷\u200d♀️']",2-19,2023-03-20
54,https://www.tiktok.com/@unplainjaneasmr/video/7205626083859877126,unplainjaneasmr,23.6K,143,149,"Collab with @Messyasmr❤️ - 30 second chalkenge to crush 10 blocks, failed miserably 😅. Who did a better job? 💕💕",[],"['I wanna do this so bad!!!!!', 'why do i wanna eat it', 'My fave chalk master.', 'wow like this one Please more', 'loved this crush...so fluffy 🥰', 'I’m sorry it felt like you were kind of in a rush and didn’t want to film this 💔', '@WONHO Official LP', 'Finally someone that does it without hesitation', 'I feel like touching this so badly 🥺', 'This is decompressed', 'Love it', 'Moreeee', '@daniella I still follow them', 'You thoroughly understand the assignment!!! 😩😩🔥🔥', 'Decompression 😳😳', 'Very decompression', 'Oh wow 😍', 'I remember those days 😏😌', 'I neeeeed this omgggggg', 'Where can I get these soft ones?']",3-1,2023-03-20
55,https://www.tiktok.com/@annemarie/video/7211194644091407621,annemarie,164.1K,1242,748,Nah jazz saying water gets me,[],"['You mean British English vs American English We both speak English but British use the Queens English 🤔', '😂😂 Anne Marie pls say a bottle of water pls😏😅', 'Annemarie is so beautiful 😍', ""sorry but ur southern basket sounds like it has an r in when u sen it I say more like the us version as I'm northern"", 'The American progress is fun', 'Collab with Louis Tomlinson', '😂', 'I sure as hell do not say eve-a-lution', ""so I like to hear them say 'route' that's a cool one 🥰"", 'I love your English accent 😍', 'you should of done ""pronunciation""', 'Love the way we are supposed to be wrong but it’s English lol', 'I’m venom 😂😂', 'its giving edna from the incredibles', 'by the way u look like Britney Spears 😊😊😊', 'Woo-Aah😂', '🥰🥰🥰🥰', ""there is 'progress. and prog'ress a noun and a verb ,it is called stress shifting like in 'permit. and per'mit with two different meanings ;)"", 'Gorgeous', 'I simply cannot get over how CUTE you both are! 🥰🥰🥰🥰']",4d ago,2023-03-20
